full_name,birth_date,subdivision_id
Mr. Boris Cunningham,2020-09-11,206
Mr. Hank Sinclair,1996-01-19,1440
Mr. Barney Bentley,1990-05-08,1941
Ms. Sonya Needham,1995-07-07,211
Mr. Ethan Carson,1995-10-05,1542
Miss Megan Kent,1994-03-13,579
Ms. Liv Cameron,2007-04-26,1652
Miss Juliet Waterson,1996-10-07,954
Mr. Chadwick Vallory,2018-09-12,1351
Ms. Stella Page ,2010-09-25,671
Mr. Enoch Uttridge,2013-09-24,676
Mrs. Evie Mason,2018-04-25,701
Mr. Daron Craig,1994-06-28,1323
Mrs. Vanessa Olivier,2019-07-08,1665
Mr. Hayden Norris,1994-06-02,1708
Mr. Tony Malone,2014-04-26,197
Mr. Fred Eaton,2013-07-11,42
Mr. Caleb Hepburn,1998-11-27,1532
Mr. Rick Brett,2013-12-26,484
Mrs. Juliet Wright,2014-06-11,1289
Ms. Celina Flanders,1990-07-09,414
Ms. Violet Fowler,2019-03-07,1982
Mr. Marvin Rowlands,1994-06-05,741
Mr. Caleb Greenwood,2018-06-25,1240
Miss Deborah Butler,2015-09-28,1429
Miss Havana Reyes,1992-09-29,611
Mr. William Lowe,2002-06-20,1026
Mr. Percy Jones,1992-06-21,790
Ms. Shay Wallace,2010-01-03,1122
Mr. Joseph Seymour,2015-03-01,883
Mr. Harry Watt,1993-12-10,760
Mrs. Ivy Grant,2007-05-07,956
Mr. Tyson Downing,2018-02-23,1589
Mr. Cedrick Grant,1995-11-20,437
Mrs. Shay Todd,2017-05-05,463
Mr. Boris Skinner,1994-10-09,884
Mrs. Cassidy Widdows,1996-06-28,418
Mr. Johnny Clark,1990-12-04,683
Mr. Noah Garner,1998-02-01,350
Mrs. Christine Murray,2001-12-12,266
Mr. Nathan Eastwood,2006-05-02,223
Mr. Daniel Wilkinson,1990-10-22,1749
Mrs. Mina Morley,2006-09-18,1280
Mrs. Rebecca Harrison,2001-09-06,665
Ms. Gwen Furnell,2018-09-11,332
Mr. Russel Murphy,2006-10-08,1008
Mrs. Ada Wills,2000-09-18,1517
Ms. Mya Lambert,1999-12-13,404
Mr. Benny Russel,1998-09-15,1559
Mr. Carter Swift,2020-03-30,373
Mrs. Drew Khan,1992-09-28,595
Mr. Mike Saunders,2015-12-15,1071
Mr. Barney Jackson,2011-03-02,956
Mr. Brad Torres,1998-12-23,99
Mr. John Lomax,1991-09-17,299
Ms. Renee Horton,2000-10-30,939
Miss Ema Rodgers,2012-01-28,911
Mr. Tony Rycroft,2012-04-17,1780
Mr. Chadwick Nielson,2009-06-22,1427
Miss Mina Gavin,2000-05-03,1906
Mr. Nick Steer,2020-04-06,312
Mr. Aiden Franks,1991-08-15,387
Mr. Gil Williams,2003-04-27,1179
Mrs. Kimberly Emerson,2003-05-06,119
Mr. Chris Bell,2001-02-19,472
Mrs. Norah John,2001-10-12,185
Mr. Anthony Lakey,2010-05-04,61
Mrs. Bristol Vallins,1994-10-26,1023
Mrs. Sydney Rainford,2001-08-03,230
Mrs. Adela Moss,1990-06-12,84
Mr. Caleb Nicholls,2014-03-19,153
Mr. Nathan Connell,2010-01-21,1026
Miss Janice Jordan,1991-06-21,1927
Mr. Clint Wood,2008-10-06,1609
Mr. Ryan Asher,1998-01-20,63
Mr. Chuck Flanders,1992-05-05,1199
Miss Jules Briggs,1990-04-21,1574
Mr. Martin Morgan,1995-11-03,464
Mrs. Melinda Mitchell,2003-03-19,1869
